Category,Item Name,Margin %,Cost,Active Price
SHOES,VOGUE WEDGE,8,920,"1,000.00"
SHOES,KQ - 22758,6.25,300,320
SHOES,KS - 21448-1,12,220,250
SHOES,KQ - 22864,6.25,300,320
SHOES,KQ - 22951,6.06,310,330
SHOES,KC - 25096,7.89,350,380
SHOES,KQ - 22705,7.5,370,400
SHOES,KS - T15 - 2,12.5,280,320
SHOES,KQ - 22879,100,0,320
SHOES,KQ - 22836,9.38,290,320
SHOES,BS - 369C,13.33,260,300
SHOES,BS - 375B,13.33,260,300
SHOES,BS - 375C,13.33,260,300
SHOES,BS - 374D,13.33,260,300
SHOES,KQ - 22796,100,0,400
SHOES,BS 373B,13.33,260,300
SHOES,KQ - 22774,9.38,290,320
SHOES,KQ - 22837,100,0,320
SHOES,BS - 370D,13.33,260,300
SHOES,KQA -2431,100,0,330
SHOES,KQ - 22830,9.38,290,320
SHOES,SY - B217,100,0,320
SHOES,KS - 21497,12,220,250
SHOES,KQ - 22810,9.38,290,320
SHOES,BS - 374C,13.33,260,300
SHOES,KS - 21431,17.86,230,280
SHOES,KQ - 22809,9.38,290,320
SHOES,KQ - 22829,9.38,290,320
SHOES,KQ - 22834,9.38,290,320
SHOES,BS - 373C,13.33,260,300
SHOES,BS - 371C,13.33,260,300
SHOES,KS - 21496,12,220,250
SHOES,BS - 370C,13.33,260,300
SHOES,KQ - 22801,12.12,290,330
SHOES,KQ - 22775,12.12,290,330
SHOES,KQ - 22919,9.09,300,330
SHOES,KQ - 22768,12.5,350,400
SHOES,KQ - 22669,8.57,320,350
SHOES,KQ  - 22796,7.5,370,400
SHOES,BS - 378C,13.33,260,300
SHOES,BS - 378D,13.33,260,300
SHOES,KQ - 22865,9.38,290,320
SHOES,KQ - 22835,9.38,290,320
SHOES,BS - 371B,13.33,260,300
SHOES,BS - 369D,13.33,260,300
SHOES,KQ 22868,9.38,290,320
SHOES,KQ - 22833,9.38,290,320
SHOES,KQ 22894,12.12,290,330
SHOES,D - 3205 - 2,9.38,290,320
SHOES,D - 247 - 2,9.38,290,320
SHOES,KS - 054,12.12,290,330
SHOES,D - 2242,9.09,300,330
SHOES,D - 216,9.09,300,330
SHOES,D - 233,20,240,300
SHOES,D - 2201,12.12,290,330
SHOES,D - 254 - 3,9.38,290,320
SHOES,D - 3205 - 1,9.38,290,320
SHOES,D - 254 - 2,9.38,290,320
SHOES,D - 262 - 2,12.5,280,320
SHOES,D - 262 - 3,12.5,280,320
SHOES,D - 265 - 2,9.38,290,320
SHOES,KS -  019,12.12,290,330
SHOES,D - 248 - 1,9.38,290,320
SHOES,D - 263 - 3,9.38,290,320
SHOES,KS - T15 - 3,9.38,290,320
SHOES,D - 263 - 2,9.38,290,320
SHOES,D - 247 - 1,9.38,290,320
SHOES,D - 248 - 2,9.38,290,320
SHOES,SY - B65,100,0,320
SHOES,SY - B120,100,0,320
SHOES,SY - C118,100,0,320
SHOES,SX - 5,100,0,380
SHOES,SY - 533,6.06,310,330
SHOES,SY - B125,12.5,280,320
SHOES,SY - B17,100,0,320
SHOES,SY - B118,100,0,320
SHOES,SY - C217,100,0,320
SHOES,SY - B119,100,0,320
SHOES,SY - 102,100,0,330
SHOES,AM - 3,100,0,330
SHOES,SS - 30,10.71,250,280
SHOES,KS - 060,12.12,290,330
SHOES,SS - 36,0,250,250
SHOES,SY -C217,100,0,320
SHOES,SY - A125,100,0,320
SHOES,SS - PP,100,0,250
SHOES,SX - 3,100,0,380
SHOES,SY - C120,100,0,320
SHOES,HD - 580,9.38,290,320
SHOES,KURT SPORT,14.29,600,700
SHOES,HM - A08,14.29,300,350
SHOES,HD - 583,-3.57,290,280
SHOES,HD - 534,9.38,290,320
SHOES,8281 - 122,100,0,280
SHOES,AM - 1,6.06,310,330
SHOES,8137 - 105,100,0,260
SHOES,FASHION RUBBERS,100,0,230
SHOES,8286 - 10,100,0,350
SHOES,SY - A71,6.83,298.14,320
SHOES,KS - T07 B,9.38,290,320
SHOES,KQ - 22999,100,0,330
SHOES,KQ - 22604,100,0,350
SHOES,KQ - 23096,100,0,330
SHOES,WSP - 0002,8,230,250
SHOES,KQA - 2544,9.09,300,330
SHOES,HD - 585,9.38,290,320
SHOES,SY - C71,11.25,284.01,320
SHOES,HD - 587,-3.57,290,280
SHOES,AK - 020,10,270,300
SHOES,AK - 011,10,270,300
SHOES,AK - 001,10,270,300
SHOES,AK - 017,10,270,300
SHOES,B - 22044,7.89,350,380
SHOES,AK - 016,10.71,250,280
SHOES,KS - 001,9.09,300,330
SHOES,A - 14 SLIDE,7.89,350,380
SHOES,A - 01 SLIDE,7.89,350,380
SHOES,A - 07 SLIDE,7.89,350,380
SHOES,SY - 579,6.06,310,330
SHOES,SY - 562,9.09,300,330
SHOES,SX - 8,7.89,350,380
SHOES,SY - 598,6.06,310,330
SHOES,XZ - 43,6.06,310,330
SHOES,XZ - 81,6.06,310,330
SHOES,XZ - 47,6.06,310,330
SHOES,XZ - 80,6.06,310,330
SHOES,AK - 014,10,270,300
SHOES,XZ - 42,6.06,310,330
SHOES,8286 - 6,100,0,350
SHOES,8281 - 129,100,0,260
SHOES,BTT - 377,100,0,250
SHOES,66 - 29,100,0,300
SHOES,BTT 379,100,0,250
SHOES,WEDGE WALTER 2,16.36,920,"1,100.00"
SHOES,SY - 591,7.89,350,380
SHOES,8281 - 6,100,0,350
SHOES,8281 - 123,100,0,260
SHOES,8281 - 121,100,0,280
SHOES,KQ - 21581,100,0,280
SHOES,KQ - 22665,100,0,330
SHOES,8281 - 135,11.54,230,260
SHOES,KQ - 25046,100,0,330
SHOES,KQ - 23046,100,0,330
SHOES,KURT -890,100,0,500
SHOES,WBCQ - 16,100,0,300
SHOES,KQ - 23026,100,0,330
SHOES,KQ - 23128,100,0,330
SHOES,KS - 21594,100,0,280
SHOES,SY - 600,9.09,300,330
SHOES,8137 - 104,10.71,250,280
SHOES,KS - T07 A,9.38,290,320
SHOES,KC - 25117,14.29,300,350
SHOES,SY - 568,9.09,300,330
SHOES,SY - 585,9.09,300,330
SHOES,KQ - 22628,100,0,330
SHOES,8137 - 106,10.71,250,280
SHOES,8286 - 5,14.29,300,350
SHOES,SY - C123,15.63,270,320
SHOES,SY - A123,9.38,290,320
SHOES,AF - 02,13.04,200,230
SHOES,SY - 593,9.09,300,330
SHOES,MY - 15,100,0,300
SHOES,SY - 601,9.09,300,330
SHOES,ZEBRA RUBBERS,9.38,290,320
SHOES,KC - 25129,16.67,250,300
SHOES,SY - 302,9.09,300,330
SHOES,SY - B123,12.5,280,320
SHOES,MY - 13,10,270,300
SHOES,AK - 003,10.71,250,280
SHOES,T - BX33,8.93,255,280
SHOES,8137 - 90,11.9,370,420
SHOES,6129 - 2,20,200,250
SHOES,B - CX35,8.93,255,280
SHOES,6129 - 3,20,200,250
SHOES,KQ - 23101,8.57,320,350
SHOES,KQ - 22811,8.57,320,350
SHOES,KQ - 22953,8.57,320,350
SHOES,B - CX34,8.93,255,280
SHOES,XZ - 84,6.06,310,330
SHOES,KS - 21710,100,0,300
SHOES,KS - 21785,23.33,230,300
SHOES,KS - 21562,10,270,300
SHOES,KC - 25088,16.67,250,300
SHOES,SS - 22,10.71,250,280
SHOES,KQ - 23149,11.11,400,450
SHOES,KQ - 23143,11.11,400,450
SHOES,SY - 120,6.06,310,330
SHOES,KS - 21708,10,270,300
SHOES,KS - 21615,10,270,300
SHOES,JHT - 1A,7.5,370,400
SHOES,JHT - 42,7.5,370,400
SHOES,VV - 20,100,0,300
SHOES,PR - 3,10,270,300
SHOES,VV - 22,10,270,300
SHOES,JHT - 40,7.5,370,400
SHOES,PR - 1,10,270,300
SHOES,PR - 2,10,270,300
SHOES,PR - 7,15.7,252.91,300
SHOES,JHT - 10A,8.33,330,360
SHOES,KS - 21748,8.57,320,350
SHOES,KC - 25097,7.89,350,380
SHOES,KS - 21780,10.71,250,280
SHOES,KS - 21643,10,270,300
SHOES,KS - 21714,10,270,300
SHOES,VV - 24,10,270,300
SHOES,VV - 23,10,270,300
SHOES,VV - 19,10,270,300
SHOES,KS 21679,8,230,250
SHOES,VV - 25,10,270,300
SHOES,AK - 007,10,270,300
SHOES,SY - B71,9.38,290,320
SHOES,KS - 050,9.09,300,330
SHOES,L - 0031,9.09,300,330
SHOES,B - 22024,9.09,300,330
SHOES,PB - 30,12.5,350,400
SHOES,8286 - 16,9.09,300,330
SHOES,8286 - 11,9.09,300,330
SHOES,KQ - 22979,6.06,310,330
SHOES,KQ - 23002,6.67,420,450
SHOES,D - 235,9.09,300,330
SHOES,A - 11 SLIDE,7.89,350,380
SHOES,D - 2258,9.09,300,330
SHOES,D - 225,15.15,280,330
SHOES,AK - 013,10.71,250,280
SHOES,D - 234,9.09,300,330
SHOES,KS - 011,9.09,300,330
SHOES,D - 221,6.06,310,330
SHOES,KS - 036,9.09,300,330
SHOES,KS - 073,6.06,310,330
SHOES,BABY BOOTS 31-36,100,0,450
SHOES,WQ - 4006,9.38,290,320
SHOES,AK - 012,100,0,300
SHOES,KQ - 22710,11.57,282.97,320
SHOES,KQ - 23058,9.38,290,320
SHOES,ZX - 1,7.14,260,280
SHOES,XZ - 40,6.06,310,330
SHOES,KQ - 22756,9.38,290,320
SHOES,8281 - 139,11.54,230,260
SHOES,BABY BOOT 2,100,0,430
SHOES,WAKAWAKA - A,100,0,600
SHOES,WAKAWAKA - B,100,0,550
SHOES,BABY BOOT 1,100,0,400
SHOES,WAKA WAKA 26 - 30,16.36,460,550
SHOES,JHT - 21SLIDE,8.57,320,350
SHOES,KQ - 22937,9.38,290,320
SHOES,KQ - 23056,100,0,320
SHOES,LADIES SPORT KURT,100,0,550
SHOES,WAKAWAKA - C,100,0,500
SHOES,KIDS SNEAKER B,20.75,420,530
SHOES,VV - 17,10,270,300
SHOES,VV - 11,10,270,300
SHOES,MEN BOOTS 2,18.18,900,"1,100.00"
SHOES,KC - 25064,16.67,250,300
SHOES,WALTER HEELS 2,42.86,400,700
SHOES,KS - 21605,10.71,250,280
SHOES,WS - P0020,12,220,250
SHOES,WSP - 0020,100,0,250
SHOES,ES - 14,10,270,300
SHOES,ES - 13,10,270,300
SHOES,KQ - 22997,9.09,300,330
SHOES,KQ - 22990,9.09,300,330
SHOES,KQA - 2328,9.09,300,330
SHOES,KS - 21579,10.71,250,280
SHOES,WS - 4173,8.23,256.96,280
SHOES,KQ - 23024,12.12,290,330
SHOES,KQ - 22817,12.5,350,400
SHOES,KQ - 22980,9.09,300,330
SHOES,KQ - 23088,9.09,300,330
SHOES,KQA - 2272,9.09,300,330
SHOES,QB - 392,100,0,330
SHOES,D - 217,9.09,300,330
SHOES,QB - 390,100,0,330
SHOES,f - 113,100,0,250
SHOES,B - 819,9.09,300,330
SHOES,JF - 11,8,230,250
SHOES,8281 - 96,11.54,230,260
SHOES,JF - 13,8,230,250
SHOES,KC - 25077,100,0,380
SHOES,KC - 25062,12,220,250
SHOES,VV - 18,10,270,300
SHOES,KQ - 22690,18.42,310,380
SHOES,KQ 22986,9.09,300,330
SHOES,KS 21614,10.71,250,280
SHOES,KQ 23028,9.09,300,330
SHOES,JC - 02,8,230,250
SHOES,JC - 14,8,230,250
SHOES,JC - 22,8,230,250
SHOES,KS - 21576,100,0,250
SHOES,DA - 172,12.12,290,330
SHOES,MY - 04,10,270,300
SHOES,KS - 21503,7.14,260,280
SHOES,MY - 08,10,270,300
SHOES,VV - 14,10,270,300
SHOES,VV - 10,10,270,300
SHOES,KS - 21693,10.71,250,280
SHOES,KC - 25149,7.89,350,380
SHOES,KS - 21434,10.71,250,280
SHOES,KS - 21452,10.71,250,280
SHOES,KC - 25151,7.89,350,380
SHOES,8147 - 75,19.23,210,260
SHOES,8137 - 80,17.86,230,280
SHOES,L - 0012,8.57,320,350
SHOES,KS - 075,9.09,300,330
SHOES,L - 0025,9.09,300,330
SHOES,MY - 05,10,270,300
SHOES,ES - 06,10,270,300
SHOES,VV - 15,10,270,300
SHOES,8281 - 101,8,230,250
SHOES,8147 - 64,11.54,230,260
SHOES,KS 21592,10.71,250,280
SHOES,KS 21582,10.71,250,280
SHOES,KS 21659,10.71,250,280
SHOES,KS 21687,10.71,250,280
SHOES,KS 21667,6.82,260.91,280
SHOES,KQ - 22995,12.12,290,330
SHOES,KQ - 23073,9.09,300,330
SHOES,KC - 25092,14.29,300,350
SHOES,KS 21579,10.71,250,280
SHOES,305 - 15,14.29,300,350
SHOES,8248 - 118,14.29,240,280
SHOES,KQ - 22793,7.5,370,400
SHOES,8281 - 114,12,220,250
SHOES,ES - 18,10,270,300
SHOES,6071 - 5,12,220,250
SHOES,KS 21624,5,266,280
SHOES,KS 21637,6.82,260.91,280
SHOES,KS 21598,10.71,250,280
SHOES,KQ - 23102,7.54,323.6,350
SHOES,KS - 21596,10.71,250,280
SHOES,8281 - 118,11.54,230,260
SHOES,KS - 21635,10.71,250,280
SHOES,KQ - 22626,100,0,330
SHOES,9029 - 2,100,0,500
SHOES,8281 - 110,100,0,300
SHOES,8286 - 7,100,0,350
SHOES,SY - 405,9.09,300,330
SHOES,SY - 4,100,0,380
SHOES,SY - 28,6.29,309.23,330
SHOES,SS - 42,0,250,250
SHOES,SS - 43,8,230,250
SHOES,KS - 21695,10.71,250,280
SHOES,KS - 21678,10.71,250,280
SHOES,KS - 21564,12,220,250
SHOES,ES - 20,10,270,300
SHOES,WSP - 0001,12,220,250
SHOES,KS - 21617,10.71,250,280
SHOES,KQ - 22973,11.11,400,450
SHOES,KS - 21595,35.71,180,280
SHOES,KQ - 23092,9.09,300,330
SHOES,KQ - 23116,8.57,320,350
SHOES,KQA - 2555,100,0,330
SHOES,KQ - 23094,100,0,330
SHOES,K - 5,12,220,250
SHOES,KS - 21696,100,0,300
SHOES,KQ - 23084,100,0,330
SHOES,MY - 16,10,270,300
SHOES,KQ - 23044,100,0,330
SHOES,8281 - 136,11.54,230,260
SHOES,KQ - 23074,100,0,330
SHOES,KQ - 22970,100,0,330
SHOES,66 - 5,100,0,330
SHOES,MY - 11,10,270,300
SHOES,SX - 4,8.57,320,350
SHOES,305 - 25,100,0,400
SHOES,SX - 6,8.57,320,350
SHOES,K - 19,12,220,250
SHOES,KQ - 23127,6.06,310,330
SHOES,MY - 17,10,270,300
SHOES,LATTIES SANDAL,100,0,280
SHOES,VALLEY HEELS 2,0,600,600
SHOES,KS - 041,6.25,300,320
SHOES,l - 0030,9.38,290,320
SHOES,KS - 057,6.25,300,320
SHOES,L - 0036,100,0,330
SHOES,L - 0033,100,0,320
SHOES,KS - 008,9.38,290,320
SHOES,KS - 801,9.38,290,320
SHOES,L - 0035,9.38,290,320
SHOES,KS - 039,9.38,290,320
SHOES,KS - 063,9.38,290,320
SHOES,8248 - 52,11.54,230,260
SHOES,ks - 014,6.25,300,320
SHOES,8281 - 120,12.5,350,400
SHOES,305 - 30,14.29,300,350
SHOES,8286 - 2,14.29,300,350
SHOES,A - 10 SLIDE,100,0,380
SHOES,A - 02 SLIDES,100,0,380
SHOES,A - 17,100,0,380
SHOES,D - 224,100,0,330
SHOES,KS - 013,100,0,320
SHOES,JC - 21,16,210,250
SHOES,ES - 25,10,270,300
SHOES,BS 336D,15,170,200
SHOES,BS- -336D,100,0,200
SHOES,A - 15,18.3,310.47,380
SHOES,VV - 12,10,270,300
SHOES,BS - 311C,100,0,200
SHOES,ES - 19,10,270,300
SHOES,ES - 23,10,270,300
SHOES,ES - 24,10,270,300
SHOES,A - 12,7.89,350,380
SHOES,A - 16,7.89,350,380
SHOES,B - 813,9.38,290,320
SHOES,L - 0032,9.38,290,320
SHOES,L - 0028,9.38,290,320
SHOES,BS - 337D,100,0,200
SHOES,JB 21,16,210,250
SHOES,BS - 323D,100,0,200
SHOES,A - 19,7.89,350,380
SHOES,A - 09,7.89,350,380
SHOES,X - 03,8.57,320,350
SHOES,X - 09,12.5,350,400
SHOES,F - 361,10.71,250,280
SHOES,B - 22009,9.09,300,330
SHOES,D - 2211,9.09,300,330
SHOES,PUMA SANDALS,12,220,250
SHOES,KS 21353,10.71,250,280
SHOES,66 -33,9.09,300,330
SHOES,MEN SLIDES GUCCI,9.09,300,330
SHOES,66-45,0,330,330
SHOES,A - 502,6.06,310,330
SHOES,B - 22003,6.06,310,330
SHOES,B -  22013,8.86,300.77,330
SHOES,KS 21366,10,270,300
SHOES,KS - 042,20,240,300
SHOES,A - 591,9.09,300,330
SHOES,B - 22017,9.09,300,330
SHOES,KS -  037,9.09,300,330
SHOES,D - 2216,9.09,300,330
SHOES,KS -  029,9.09,300,330
SHOES,KQ 2092,9.09,300,330
SHOES,KQA 2547,12.12,290,330
SHOES,KQ 22615,6.06,310,330
SHOES,KQA 22699,12.5,350,400
SHOES,KQA 2362,8.57,320,350
SHOES,8147 - 31,10.71,250,280
SHOES,8248 - 10,7.5,370,400
SHOES,KQ 22569,6.06,310,330
SHOES,WQ 2341,11.43,310,350
SHOES,KS 21397,10.71,250,280
SHOES,A - 206,6.06,310,330
SHOES,D - 209,6.06,310,330
SHOES,KS 21355,10.71,250,280
SHOES,KQA 2428,9.09,300,330
SHOES,KC 25116,7.89,350,380
SHOES,KC 25103,7.89,350,380
SHOES,KQA 2295,11.9,370,420
SHOES,KC 25026,7.89,350,380
SHOES,D - 166,27.27,240,330
SHOES,KQ 22620,9.09,300,330
SHOES,JBT-755,6.45,290,310
SHOES,66-41,9.09,300,330
SHOES,ML-6,8.57,320,350
SHOES,BTT 355,12,220,250
SHOES,JB-665,6.45,290,310
SHOES,899-86,13.33,260,300
SHOES,899-102,12.12,290,330
SHOES,66-18,9.09,300,330
SHOES,66-21,6.06,310,330
SHOES,66-42,9.09,300,330
SHOES,BB - 10,16.67,150,180
SHOES,KQA 2101,6.06,310,330
SHOES,ADIDAS SLIDES,25.71,260,350
SHOES,H C G WIPE$GO,12.5,245,280
SHOES,BB - 1,8,230,250
SHOES,HD 531,9.09,300,330
SHOES,HD 539,9.09,300,330
SHOES,HD 520,9.09,300,330
SHOES,LY 127,15.63,270,320
SHOES,ML-2,8.57,320,350
SHOES,KQA 2532,9.38,290,320
SHOES,KQ 22625,6.06,310,330
SHOES,KQ 22589,6.06,310,330
SHOES,KQ 22631,6.67,420,450
SHOES,KS 21347,10.71,250,280
SHOES,KQ 22593,9.09,300,330
SHOES,KS 21349,10.71,250,280
SHOES,KS 21356,10.71,250,280
SHOES,KQ 22650,9.38,290,320
SHOES,KQA 2361,9.09,300,330
SHOES,KS 21354,8,230,250
SHOES,KC 25109,7.89,350,380
SHOES,KS 21350,10,270,300
SHOES,66-35,9.09,300,330
SHOES,66-52,6.06,310,330
SHOES,KQ 22596,12.5,350,400
SHOES,KQ 22603,9.52,380,420
SHOES,KC 25059,7.89,350,380
SHOES,KC 25101,7.89,350,380
SHOES,LT 23014,9.52,380,420
SHOES,HM - A01,0,350,350
SHOES,KS 21407,12,220,250
SHOES,KQ 22666,11.9,370,420
SHOES,KQ 22655,9.38,290,320
SHOES,8248 - 20,8,230,250
SHOES,MEN SPORTS,33.33,300,450
SHOES,KS - 21406,12,220,250
SHOES,KS - 21413,12,220,250
SHOES,KS -21418,12,220,250
SHOES,KQ - 22680,11.43,310,350
SHOES,KQ - 22746,9.09,300,330
SHOES,K - 23,11.52,221.19,250
SHOES,K - 6,8,230,250
SHOES,K - 13,8,230,250
SHOES,F -331,8,230,250
SHOES,K - 17,12,220,250
SHOES,D - 2218,9.09,300,330
SHOES,Valley heels,18.75,650,800
SHOES,KS -  007,9.09,300,330
SHOES,D - 395,9.09,300,330
SHOES,D - 2226,9.09,300,330
SHOES,A 8137 - 14,8,230,250
SHOES,KC  - 25133,7.89,350,380
SHOES,8137 - 18,8,230,250
SHOES,8137 - 20,8,230,250
SHOES,8137 - 27,11.54,230,260
SHOES,LN - 04,10,270,300
SHOES,LN - 02,10,270,300
SHOES,LN - 05,10,270,300
SHOES,LN - 03,10,270,300
SHOES,LN - 08,10,270,300
SHOES,WS - 3721,10.71,250,280
SHOES,KQA -2508,9.09,300,330
SHOES,KS -21436,10.71,250,280
SHOES,KS - 21416,12,220,250
SHOES,KS - 21352,10.71,250,280
SHOES,KC - 25112,7.89,350,380
SHOES,KQA -2552,12.12,290,330
SHOES,KQA -2392,6.06,310,330
SHOES,KQ - 22609,6.06,310,330
SHOES,KQ - 22623,9.09,300,330
SHOES,99X,12.5,280,320
SHOES,99B,9.38,290,320
SHOES,SY - 129,12.5,350,400
SHOES,JA - 12,16,210,250
SHOES,JA - 2,16,210,250
SHOES,2029 - 29,10.71,250,280
SHOES,2020 - 28,10.71,250,280
SHOES,SY - 400,7.89,350,380
SHOES,SY - 401,7.89,350,380
SHOES,Y100 - 25,0,250,250
SHOES,HD 532,9.09,300,330
SHOES,GS 165A,12.5,280,320
SHOES,HD 307,9.09,300,330
SHOES,HM - A09,11.43,310,350
SHOES,GS - 134A,12.5,280,320
SHOES,HM A02,13.9,301.35,350
SHOES,SY 400,2.06,372.17,380
SHOES,HM A07,14.29,300,350
SHOES,HM A10,14.29,300,350
SHOES,HD 543,9.09,300,330
SHOES,KS 21380,7.14,260,280
SHOES,8137 - 10,10.71,250,280
SHOES,KQ 22656,9.38,290,320
SHOES,KQ 22591,9.09,300,330
SHOES,KQ 22649,9.38,290,320
SHOES,F - 320,11.11,240,270
SHOES,F - 342,8,230,250
SHOES,8248 - 22,5.71,330,350
SHOES,8137 - 14,25,210,280
SHOES,L8248 - 11,5.71,330,350
SHOES,KC 25135,7.89,350,380
SHOES,KQ 22600,11.9,370,420
SHOES,KS 21391,10.71,250,280
SHOES,SY - A62,9.09,300,330
SHOES,66 53,9.09,300,330
SHOES,KQ 22566,6.06,310,330
SHOES,KQA 2444,9.09,300,330
SHOES,KQ 22575,6.06,310,330
SHOES,KQ 22594,12.5,350,400
SHOES,KQA 2364,11.43,310,350
SHOES,KC 25066,7.89,350,380
SHOES,D 2217,9.09,300,330
SHOES,KC 25034,7.89,350,380
SHOES,KQA 2549,9.09,300,330
SHOES,KQA 2470,9.38,290,320
SHOES,KQ 22584,12.12,290,330
SHOES,KQA 2486,9.09,300,330
SHOES,KQA 2005,11.43,310,350
SHOES,KQA 2459,9.09,300,330
SHOES,WQ 2305,11.43,310,350
SHOES,KQA 2512,9.09,300,330
SHOES,KQA 2509,6.06,310,330
SHOES,KQ 22577,9.09,300,330
SHOES,KQA 2431DOLL,6.06,310,330
SHOES,KQA 2500,9.38,290,320
SHOES,KQA 2480,9.38,290,320
SHOES,WQ 2960,9.09,300,330
SHOES,KQA 2406,12.5,350,400
SHOES,KQA 2491,9.09,300,330
SHOES,KQA 2488,6.06,310,330
SHOES,WS 3545,10.71,250,280
SHOES,WS 3703,10.71,250,280
SHOES,KC 25045,7.89,350,380
SHOES,KSA 1341,12,220,250
SHOES,WS 3735,10.71,250,280
SHOES,SY 86,10,270,300
SHOES,SY 65,6.06,310,330
SHOES,SY 131,6.06,310,330
SHOES,RZ 16,8,230,250
SHOES,SY 89,10,270,300
SHOES,KQA 2438,9.09,300,330
SHOES,KQA 2408,9.09,300,330
SHOES,KQA 2389,9.09,300,330
SHOES,KQA 2556,9.09,300,330
SHOES,KQA 2522,9.09,300,330
SHOES,WS 3680,10.71,250,280
SHOES,WS 3433,10.71,250,280
SHOES,WS 3552,10.71,250,280
SHOES,KC 25019,7.89,350,380
SHOES,WS 3564,10.71,250,280
SHOES,F - 333,8,230,250
SHOES,F - 360,10.71,250,280
SHOES,F - 336,8,230,250
SHOES,F - 357,8,230,250
SHOES,F - 337,8,230,250
SHOES,BTT 869,14.29,300,350
SHOES,8248 - 18,11.54,230,260
SHOES,HD 508,9.09,300,330
SHOES,F - 359,10.71,250,280
SHOES,U - 3199-2,9.38,290,320
SHOES,U - 3192-2,12.5,280,320
SHOES,U - 3200-2,12.5,280,320
SHOES,U - 3192,12.5,280,320
SHOES,D - 2220,9.09,300,330
SHOES,U - 3202,12.5,280,320
SHOES,F - 298,12,220,250
SHOES,F - 358,8,230,250
SHOES,U - 3191-1,12.5,280,320
SHOES,U - 3190-2,12.5,280,320
SHOES,U - 3190-1,12.5,280,320
SHOES,KQ 22635,7.5,370,400
SHOES,KQ 22611,9.52,380,420
SHOES,BTT 340,20,200,250
SHOES,HD 506,9.09,300,330
SHOES,QB - 357,9.09,300,330
SHOES,KQ 22563,6.06,310,330
SHOES,KQA 2523,9.09,300,330
SHOES,KQ 22637,9.52,380,420
SHOES,KQ 22633,6.67,420,450
SHOES,KQ 22642,11.9,370,420
SHOES,8147 - 26,8,230,250
SHOES,8147 - 25,8,230,250
SHOES,6071 - 10,8,230,250
SHOES,8248 - 13,8,230,250
SHOES,8248 - 23,11.54,230,260
SHOES,CZ 23,9.09,300,330
SHOES,k&k - 17,12,220,250
SHOES,SY - 136,12.5,350,400
SHOES,WEST RUBBER,15.79,320,380
SHOES,SY - 139,12.5,350,400
SHOES,K&K A30,6.25,300,320
SHOES,KQA 2258,9.38,290,320
SHOES,KQA 2482,9.09,300,330
SHOES,8137 - 9,10.71,250,280
SHOES,8147 - 30,8,230,250
SHOES,6071 - 12,10.71,250,280
SHOES,WQ 2935,12.12,290,330
SHOES,KQA 2448,9.09,300,330
SHOES,KQA 2518,9.38,290,320
SHOES,KQA 2454,9.09,300,330
SHOES,KQA 2465,9.38,290,320
SHOES,25 FANCY,13.04,200,230
SHOES,SLINGBACKS,0,270,0
SHOES,FASHIONS SNEAKER 25-30,6.67,233.33,250
SHOES,KQA 2241,10,270,300
SHOES,KQA 2243,10,270,300
SHOES,8137 -7,3.75,385,400
SHOES,8137 - 12,8,230,250
SHOES,KQA 2248,6.25,300,320
SHOES,PLASTIC MULES,40,60,100
SHOES,KURT 874,12.5,350,400
SHOES,KC 25010,7.89,350,380
SHOES,KQA 2521,9.09,300,330
SHOES,F 969,9.38,290,320
SHOES,8147 -  51,8,230,250
SHOES,8137 - 8,12.5,350,400
SHOES,R - 3,15,170,200
SHOES,SY - 151,9.09,300,330
SHOES,HM - A80,9.38,290,320
SHOES,SY 102,9.09,300,330
SHOES,PB - 5,8,230,250
SHOES,BTT 601,20,200,250
SHOES,BTT 361,20,200,250
SHOES,BTT 362,12,220,250
SHOES,WQ 2427,9.38,290,320
SHOES,WS 3763,10.71,250,280
SHOES,RSM12,11.9,370,420
SHOES,8137-5,8,230,250
SHOES,ROSEMARY SLING BACK,10,270,300
SHOES,BTT 363,20,200,250
SHOES,BTT 365,20,200,250
SHOES,D - 2265,8.57,320,350
SHOES,D - 2203,7.53,305.14,330
SHOES,KS 067,15.79,320,380
SHOES,X-07,12.5,350,400
SHOES,KS - 043,6.06,310,330
SHOES,X - 02,12.5,350,400
SHOES,D - 208,12.5,350,400
SHOES,F - 355,8,230,250
SHOES,D - 2234,9.09,300,330
SHOES,F - 321,12,220,250
SHOES,KQA 2148,9.38,290,320
SHOES,KQA 2189,8.57,320,350
SHOES,K&K 30,6.06,310,330
SHOES,SY 59,9.09,300,330
SHOES,SY A29,6.06,310,330
SHOES,6071 - 11,8,230,250
SHOES,8147A - 8,8,230,250
SHOES,6071 - 9,8,230,250
SHOES,8147 - 29,12,220,250
SHOES,8137 - 13,10.71,250,280
SHOES,WS 0348,10,270,300
SHOES,WS 0347,10,270,300
SHOES,8147 - 28,8,230,250
SHOES,8219 - 4,8,230,250
SHOES,8219 - 1,8,230,250
SHOES,KQA 2229,10,270,300
SHOES,KQA 2233,10,270,300
SHOES,KQA 2239,10,270,300
SHOES,KC 25070,7.89,350,380
SHOES,KQA 2257,10,270,300
SHOES,D - 3257,9.38,290,320
SHOES,B - 797,9.38,290,320
SHOES,A - 606,9.38,290,320
SHOES,B  -797,9.38,290,320
SHOES,D - 3159,9.38,290,320
SHOES,KC 25067,10.53,340,380
SHOES,KC 25069,10.53,340,380
